2018-09-13 15:15:31.004636,nan,nan,nan
2018-09-13 15:15:34.073458,nan,nan,nan
2018-09-13 15:15:35.720888,nan,nan,nan
2018-09-13 15:15:36.927798,nan,nan,nan
2018-09-13 15:15:38.129582,nan,nan,nan
2018-09-13 15:15:39.217899,nan,nan,nan
2018-09-13 15:15:40.363078,nan,nan,nan
2018-09-13 15:15:41.421362,nan,nan,nan
2018-09-13 15:15:42.531763,nan,nan,nan
2018-09-13 15:15:43.668808,nan,nan,nan
2018-09-13 15:15:44.788235,nan,nan,nan
2018-09-13 15:15:45.889984,nan,nan,nan
2018-09-13 15:15:47.043392,nan,nan,nan
2018-09-13 15:15:48.136886,nan,nan,nan
2018-09-13 15:15:49.227459,nan,nan,nan
2018-09-13 15:15:50.403692,nan,nan,nan
2018-09-13 15:15:51.520296,nan,nan,nan
2018-09-13 15:15:52.660431,nan,nan,nan
2018-09-13 15:15:53.703535,nan,nan,nan
2018-09-13 15:15:54.763551,nan,nan,nan
2018-09-13 15:15:55.854806,nan,nan,nan
2018-09-13 15:15:56.976666,nan,nan,nan
2018-09-13 15:15:58.163420,nan,nan,nan
2018-09-13 15:15:59.269915,nan,nan,nan
2018-09-13 15:16:00.379130,nan,nan,nan
2018-09-13 15:16:01.630167,nan,nan,nan
2018-09-13 15:16:02.971491,nan,nan,nan
2018-09-13 15:16:06.081917,nan,nan,nan
2018-09-13 15:16:07.210436,nan,nan,nan
2018-09-13 15:16:08.510314,nan,nan,nan
2018-09-13 15:16:09.667433,nan,nan,nan
2018-09-13 15:16:11.132629,nan,nan,nan
2018-09-13 15:16:12.411698,nan,nan,nan
2018-09-13 15:16:13.538246,nan,nan,nan
2018-09-13 15:16:14.615288,nan,nan,nan
2018-09-13 15:16:15.835144,nan,nan,nan
2018-09-13 15:16:16.948484,nan,nan,nan
2018-09-13 15:16:18.059765,nan,nan,nan
2018-09-13 15:16:19.280567,nan,nan,nan
2018-09-13 15:16:20.428101,nan,nan,nan
2018-09-13 15:16:21.550359,nan,nan,nan
2018-09-13 15:16:22.752739,nan,nan,nan
2018-09-13 15:16:23.931318,nan,nan,nan
2018-09-13 15:16:25.068626,nan,nan,nan
2018-09-13 15:24:53.904671,nan,nan,nan
2018-09-13 15:24:56.924557,nan,nan,nan
2018-09-13 15:24:57.990309,nan,nan,nan
2018-09-13 15:24:59.062022,nan,nan,nan
2018-09-13 15:25:00.240626,nan,nan,nan
2018-09-13 15:25:01.323462,nan,nan,nan
2018-09-13 15:25:02.449311,nan,nan,nan
2018-09-13 15:25:03.713244,nan,nan,nan
2018-09-13 15:25:05.032412,nan,nan,nan
2018-09-13 15:25:06.149638,nan,nan,nan
2018-09-13 15:25:07.533370,nan,nan,nan
2018-09-13 15:25:08.701183,nan,nan,nan
2018-09-13 15:25:09.782025,nan,nan,nan
2018-09-13 15:25:10.851198,nan,nan,nan
2018-09-13 15:25:11.943212,nan,nan,nan
